initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 18
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 4
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -27
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 48
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 12
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 13
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -5
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 26
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 12
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -24
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -1
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 24
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 11
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -26
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 23
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 11
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 13
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -6
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -9
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 26
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -1
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -3
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 31
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 11
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 37
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -5
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 39
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 11
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 32
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 2
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 1
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 11
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -30
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 19
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 1
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 27
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 19
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 27
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 11
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 22
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -34
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 48
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 12
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 52
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 12
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 14
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 20
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -4
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 22
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -3
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 22
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -10
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 4
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 13
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 38
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 36
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 32
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 4
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 30
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -15
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 0
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 4
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -3
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 16
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -7
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -35
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -2
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 2
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 4
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -4
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 4
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 20
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 1
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -1
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 4
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 15
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 17
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 16
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -5
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 3
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -8
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -13
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 12
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 30
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 27
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 11
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 40
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 12
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 0
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 29
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 13
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -4
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 4
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 26
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -2
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 0
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 14
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 21
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 18
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -29
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 3
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -22
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 34
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -1
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -18
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 26
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -32
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 4
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 21
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 1
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -12
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 4
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -5
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -10
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 2
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 16
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 24
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -29
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 3
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 0
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 1
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 15
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 12
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 26
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 19
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 11
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 26
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -23
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 29
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 14
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -28
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 4
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -10
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 20
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -43
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 3
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 26
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 21
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 2
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 14
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -10
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 13
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -22
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -5
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -4
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 3
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -6
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 39
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 11
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -15
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -13
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -15
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 3
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 17
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -9
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 18
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 16
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 29
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 16
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: -24
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 4
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 29
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.1:Quantum Improvement: 17
initial_runs/gsym9/o/gsym9.o.2.1:gate count Improvement: 5
