initial_runs/gsym9/o/gsym9.o.1.0:Quantum Improvement: 0
initial_runs/gsym9/o/gsym9.o.1.0:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.1.0:Quantum Improvement: 25
initial_runs/gsym9/o/gsym9.o.1.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.1.1:Quantum Improvement: -3
initial_runs/gsym9/o/gsym9.o.1.1:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.1.1:Quantum Improvement: 15
initial_runs/gsym9/o/gsym9.o.1.1:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.1.2:Quantum Improvement: -23
initial_runs/gsym9/o/gsym9.o.1.2:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.1.2:Quantum Improvement: 35
initial_runs/gsym9/o/gsym9.o.1.2:gate count Improvement: 11
initial_runs/gsym9/o/gsym9.o.1.3:Quantum Improvement: 4
initial_runs/gsym9/o/gsym9.o.1.3:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.1.3:Quantum Improvement: 29
initial_runs/gsym9/o/gsym9.o.1.3:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.1.4:Quantum Improvement: 11
initial_runs/gsym9/o/gsym9.o.1.4:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.1.4:Quantum Improvement: -2
initial_runs/gsym9/o/gsym9.o.1.4:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.1.5:Quantum Improvement: 8
initial_runs/gsym9/o/gsym9.o.1.5:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.1.5:Quantum Improvement: -14
initial_runs/gsym9/o/gsym9.o.1.5:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.1.6:Quantum Improvement: 13
initial_runs/gsym9/o/gsym9.o.1.6:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.1.6:Quantum Improvement: -4
initial_runs/gsym9/o/gsym9.o.1.6:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.1.7:Quantum Improvement: 18
initial_runs/gsym9/o/gsym9.o.1.7:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.1.7:Quantum Improvement: 14
initial_runs/gsym9/o/gsym9.o.1.7:gate count Improvement: 10
initial_runs/gsym9/o/gsym9.o.1.8:Quantum Improvement: -14
initial_runs/gsym9/o/gsym9.o.1.8:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.1.8:Quantum Improvement: -12
initial_runs/gsym9/o/gsym9.o.1.8:gate count Improvement: 4
initial_runs/gsym9/o/gsym9.o.1.9:Quantum Improvement: -9
initial_runs/gsym9/o/gsym9.o.1.9:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.1.9:Quantum Improvement: 28
initial_runs/gsym9/o/gsym9.o.1.9:gate count Improvement: 8
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 33
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 13
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 2
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 9
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 23
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 31
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 11
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -5
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 7
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 11
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 31
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 11
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -19
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 5
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 10
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -2
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: -18
initial_runs/gsym9/o/gsym9.o.2.0:gate count Improvement: 6
initial_runs/gsym9/o/gsym9.o.2.0:Quantum Improvement: 3
